brick1.jpg
Crop  8 :   [35.5776, 0.2248, 0.0595, 0.1294, 0.1259, 0.041, 0.0152, 0.0371, 0.0203, 0.0266, 0.1466]
Crop  9 :   [34.0877, 0.2628, 0.0614, 0.13, 0.1348, 0.0412, 0.0155, 0.0385, 0.0209, 0.0277, 0.1524]
Crop  10 :   [32.1683, 0.2318, 0.0626, 0.1303, 0.142, 0.041, 0.0157, 0.0386, 0.0208, 0.0274, 0.1433]
grass9.jpg
Crop  1 :   [48.0504, 0.1435, 0.0502, 0.1285, 0.1217, 0.0397, 0.0127, 0.0389, 0.0195, 0.0212, 0.1554]
Crop  2 :   [50.747, 0.1202, 0.052, 0.1289, 0.1138, 0.0385, 0.0127, 0.0372, 0.0193, 0.0223, 0.1567]
Crop  3 :   [51.1835, 0.1046, 0.053, 0.129, 0.1132, 0.0404, 0.0132, 0.0382, 0.0194, 0.0213, 0.1567]
Crop  4 :   [49.7712, 0.1573, 0.0525, 0.1292, 0.1238, 0.0409, 0.0129, 0.0377, 0.0195, 0.021, 0.1537]
Crop  5 :   [50.4264, 0.119, 0.0504, 0.1295, 0.1273, 0.0437, 0.0134, 0.0396, 0.0197, 0.0226, 0.163]
Crop  6 :   [47.5897, 0.1197, 0.0537, 0.1289, 0.122, 0.0415, 0.0133, 0.0384, 0.0195, 0.0222, 0.155]
Crop  7 :   [53.1694, 0.0784, 0.0504, 0.1294, 0.1152, 0.0404, 0.0129, 0.0366, 0.0192, 0.0224, 0.1497]
Crop  8 :   [52.0363, 0.1103, 0.0508, 0.1292, 0.1105, 0.0388, 0.0132, 0.0366, 0.0194, 0.0227, 0.151]
Crop  9 :   [43.9718, 0.0876, 0.0543, 0.1292, 0.1239, 0.0418, 0.0137, 0.0382, 0.0203, 0.0238, 0.1606]
Crop  10 :   [44.8952, 0.0972, 0.0521, 0.1298, 0.1195, 0.0407, 0.0128, 0.0377, 0.0198, 0.0211, 0.1567]
ground1.jpg
Crop  1 :   [11.3286, 0.4816, 0.0815, 0.1385, 0.1351, 0.0278, 0.0143, 0.0311, 0.0222, 0.0185, 0.1122]
Crop  2 :   [12.2581, 0.5599, 0.0826, 0.1364, 0.1382, 0.0309, 0.0151, 0.0316, 0.0221, 0.0206, 0.1052]
Crop  3 :   [9.2611, 0.4651, 0.092, 0.14, 0.1514, 0.0284, 0.0153, 0.0317, 0.0234, 0.0177, 0.1094]
Crop  4 :   [9.9788, 0.3802, 0.088, 0.1386, 0.1444, 0.0288, 0.0154, 0.0312, 0.0229, 0.0194, 0.1027]
Crop  5 :   [9.4073, 0.4071, 0.086, 0.1379, 0.1417, 0.0255, 0.0143, 0.0304, 0.0221, 0.0167, 0.1076]
Crop  6 :   [12.6613, 0.2747, 0.0842, 0.1364, 0.1408, 0.0344, 0.0155, 0.0347, 0.0226, 0.0204, 0.131]
Crop  7 :   [13.0091, 0.456, 0.0828, 0.1358, 0.1339, 0.0309, 0.0148, 0.0325, 0.0218, 0.0195, 0.1244]
Crop  8 :   [9.6855, 0.3824, 0.0894, 0.1384, 0.1498, 0.029, 0.015, 0.0315, 0.0231, 0.0177, 0.1031]
Crop  9 :   [12.9073, 0.5462, 0.0772, 0.1375, 0.1358, 0.0308, 0.014, 0.0334, 0.022, 0.0196, 0.1209]
Crop  10 :   [9.9093, 0.6472, 0.0819, 0.1386, 0.1378, 0.0295, 0.0145, 0.0311, 0.0225, 0.019, 0.1071]
ground10.jpg
Crop  1 :   [23.7248, 0.0755, 0.062, 0.1318, 0.1458, 0.0459, 0.0149, 0.0414, 0.021, 0.0232, 0.1547]
Crop  2 :   [26.0151, 0.0905, 0.0578, 0.1309, 0.1469, 0.0474, 0.0151, 0.0425, 0.0207, 0.0248, 0.1629]
Crop  3 :   [27.2077, 0.1073, 0.0578, 0.1312, 0.1452, 0.0453, 0.0144, 0.043, 0.0211, 0.024, 0.1818]
Crop  4 :   [25.8649, 0.122, 0.0608, 0.1325, 0.1482, 0.044, 0.0146, 0.0415, 0.0211, 0.0239, 0.1684]
Crop  5 :   [24.498, 0.1507, 0.0608, 0.131, 0.1401, 0.0436, 0.0147, 0.0403, 0.0209, 0.0249, 0.1673]
Crop  6 :   [25.4929, 0.0658, 0.0605, 0.1313, 0.1528, 0.0453, 0.0148, 0.0421, 0.0211, 0.025, 0.1731]
Crop  7 :   [27.7329, 0.0636, 0.0603, 0.1311, 0.1413, 0.0445, 0.0148, 0.0437, 0.0212, 0.0241, 0.1819]
Crop  8 :   [24.4304, 0.1515, 0.0597, 0.1315, 0.1394, 0.0414, 0.0139, 0.0386, 0.0204, 0.0232, 0.1602]
Crop  9 :   [24.8266, 0.1599, 0.0585, 0.1303, 0.1307, 0.0418, 0.0138, 0.0392, 0.0204, 0.0224, 0.1701]
Crop  10 :   [25.249, 0.1135, 0.0578, 0.1305, 0.1339, 0.0425, 0.0138, 0.0403, 0.0205, 0.0226, 0.1668]
ground2.jpg
Crop  1 :   [13.6008, 0.3245, 0.0786, 0.1362, 0.148, 0.0347, 0.0151, 0.0333, 0.0224, 0.0218, 0.1192]
Crop  2 :   [9.9365, 0.3215, 0.0862, 0.1387, 0.1438, 0.0278, 0.0141, 0.0304, 0.0226, 0.0164, 0.1004]
Crop  3 :   [10.6764, 0.3665, 0.0877, 0.1383, 0.1498, 0.0307, 0.0151, 0.0327, 0.0231, 0.0198, 0.1119]
Crop  4 :   [12.4415, 0.3988, 0.0822, 0.1367, 0.152, 0.0323, 0.0153, 0.0328, 0.0225, 0.0204, 0.1164]
Crop  5 :   [8.9325, 0.3239, 0.0926, 0.1406, 0.1493, 0.0271, 0.0151, 0.03, 0.0235, 0.018, 0.0878]
Crop  6 :   [11.5242, 0.3307, 0.0846, 0.1377, 0.1469, 0.0323, 0.0143, 0.033, 0.0222, 0.0185, 0.1205]
Crop  7 :   [8.8347, 0.3456, 0.0922, 0.1411, 0.1462, 0.0264, 0.0148, 0.0294, 0.0235, 0.0173, 0.093]
Crop  8 :   [11.6744, 0.3036, 0.0853, 0.1375, 0.1475, 0.0301, 0.0146, 0.031, 0.0224, 0.0183, 0.1013]
Crop  9 :   [13.7319, 0.3231, 0.0781, 0.1357, 0.1527, 0.0363, 0.0154, 0.0354, 0.0221, 0.0221, 0.1267]
Crop  10 :   [11.6714, 0.3548, 0.0835, 0.1355, 0.1443, 0.0318, 0.0149, 0.0326, 0.0223, 0.0204, 0.1197]
ground3.jpg
Crop  1 :   [17.5474, 0.092, 0.0715, 0.1339, 0.1512, 0.04, 0.0151, 0.0378, 0.0217, 0.0224, 0.1396]
Crop  2 :   [18.0907, 0.0739, 0.0732, 0.1354, 0.154, 0.0387, 0.015, 0.0373, 0.022, 0.0218, 0.1456]
Crop  3 :   [21.75, 0.0558, 0.0683, 0.1323, 0.1385, 0.0422, 0.0153, 0.0389, 0.0214, 0.0246, 0.1558]
Crop  4 :   [19.62, 0.1412, 0.0667, 0.1335, 0.1347, 0.0415, 0.0147, 0.0377, 0.0213, 0.0236, 0.1451]
Crop  5 :   [17.8871, 0.138, 0.073, 0.1347, 0.1429, 0.0393, 0.015, 0.0396, 0.0219, 0.0233, 0.1563]
Crop  6 :   [14.1946, 0.182, 0.0725, 0.1349, 0.1584, 0.041, 0.0153, 0.0383, 0.0222, 0.0229, 0.1428]
Crop  7 :   [13.747, 0.2228, 0.0785, 0.1362, 0.153, 0.0415, 0.0156, 0.0389, 0.0229, 0.0229, 0.138]
Crop  8 :   [17.4153, 0.1854, 0.0701, 0.1331, 0.1461, 0.0404, 0.0146, 0.0393, 0.0215, 0.0218, 0.1568]
Crop  9 :   [14.0736, 0.2244, 0.0767, 0.136, 0.1439, 0.0343, 0.0145, 0.0351, 0.022, 0.0199, 0.1307]
Crop  10 :   [21.9819, 0.0976, 0.0634, 0.1319, 0.1368, 0.0401, 0.0144, 0.0369, 0.0209, 0.0243, 0.1345]
ground4.jpg
Crop  1 :   [25.1794, 0.1928, 0.0602, 0.1312, 0.1336, 0.0429, 0.0142, 0.0386, 0.0203, 0.024, 0.1485]
Crop  2 :   [20.1996, 0.0548, 0.0678, 0.1325, 0.1415, 0.0446, 0.0152, 0.0416, 0.0216, 0.0239, 0.1657]
Crop  3 :   [14.499, 0.1475, 0.0696, 0.1356, 0.1516, 0.0378, 0.0143, 0.038, 0.0216, 0.0211, 0.139]
Crop  4 :   [29.7056, 0.0698, 0.0596, 0.1311, 0.1229, 0.039, 0.0144, 0.0391, 0.0201, 0.024, 0.1676]
Crop  5 :   [18.6452, 0.2836, 0.0634, 0.1327, 0.1377, 0.0363, 0.0139, 0.037, 0.0208, 0.0212, 0.1449]
Crop  6 :   [28.8589, 0.163, 0.0606, 0.1307, 0.1231, 0.039, 0.014, 0.0386, 0.02, 0.0235, 0.1632]
Crop  7 :   [13.2893, 0.2539, 0.0747, 0.1349, 0.1415, 0.0375, 0.0145, 0.0358, 0.0215, 0.0207, 0.1395]
Crop  8 :   [28.1129, 0.1517, 0.0591, 0.1301, 0.1339, 0.0413, 0.0141, 0.0401, 0.0203, 0.0235, 0.1636]
Crop  9 :   [14.4395, 0.0511, 0.0717, 0.1342, 0.1447, 0.0362, 0.0138, 0.0361, 0.0214, 0.0201, 0.1475]
Crop  10 :   [23.744, 0.1371, 0.0682, 0.1314, 0.1293, 0.0386, 0.015, 0.0382, 0.0209, 0.0238, 0.1521]
ground5.jpg
Crop  1 :   [8.9899, 0.2838, 0.0941, 0.1403, 0.1431, 0.0262, 0.0155, 0.0299, 0.0235, 0.018, 0.0982]
Crop  2 :   [8.0675, 0.3991, 0.0928, 0.1447, 0.1515, 0.0265, 0.0155, 0.0308, 0.0242, 0.0176, 0.1041]
Crop  3 :   [6.6734, 0.2192, 0.1024, 0.143, 0.1455, 0.0237, 0.016, 0.0273, 0.0242, 0.0151, 0.076]
Crop  4 :   [9.5181, 0.3631, 0.0951, 0.1394, 0.1496, 0.0267, 0.0159, 0.0296, 0.0236, 0.0184, 0.0909]
Crop  5 :   [12.503, 0.2427, 0.0807, 0.1374, 0.1548, 0.0336, 0.0148, 0.0351, 0.0226, 0.0199, 0.1266]
Crop  6 :   [6.5292, 0.2311, 0.1011, 0.1436, 0.1507, 0.023, 0.0159, 0.0278, 0.0243, 0.0153, 0.0783]
Crop  7 :   [8.7167, 0.3719, 0.0931, 0.1408, 0.1462, 0.0265, 0.0154, 0.0294, 0.0237, 0.0178, 0.0968]
Crop  8 :   [8.1119, 0.3715, 0.0931, 0.1451, 0.1507, 0.0275, 0.0149, 0.0303, 0.0241, 0.0164, 0.0949]
Crop  9 :   [9.6008, 0.3677, 0.0948, 0.1383, 0.1461, 0.0265, 0.0156, 0.0298, 0.0232, 0.018, 0.099]
Crop  10 :   [8.0675, 0.3991, 0.0928, 0.1447, 0.1515, 0.0265, 0.0155, 0.0308, 0.0242, 0.0176, 0.1041]
ground6.jpg
Crop  1 :   [18.2218, 0.1931, 0.0714, 0.1343, 0.1459, 0.0367, 0.0148, 0.0354, 0.0217, 0.0224, 0.1142]
Crop  2 :   [18.5998, 0.235, 0.0757, 0.1346, 0.1415, 0.037, 0.0151, 0.0341, 0.0217, 0.0222, 0.125]
Crop  3 :   [16.5907, 0.3457, 0.0722, 0.1347, 0.1471, 0.038, 0.0151, 0.0365, 0.0219, 0.0219, 0.1249]
Crop  4 :   [18.4002, 0.242, 0.0742, 0.1337, 0.1392, 0.0364, 0.0149, 0.0347, 0.0215, 0.0216, 0.1324]
Crop  5 :   [16.2188, 0.3923, 0.0753, 0.1333, 0.1489, 0.0392, 0.0153, 0.0378, 0.0217, 0.0231, 0.1379]
Crop  6 :   [19.2298, 0.2906, 0.0759, 0.1329, 0.1466, 0.0363, 0.0151, 0.0341, 0.0213, 0.0227, 0.1091]
Crop  7 :   [13.3972, 0.3601, 0.0828, 0.1365, 0.1447, 0.0358, 0.0156, 0.0366, 0.0222, 0.0225, 0.1347]
Crop  8 :   [16.1815, 0.266, 0.0737, 0.1346, 0.143, 0.0394, 0.0152, 0.0375, 0.0222, 0.0225, 0.1368]
Crop  9 :   [21.1996, 0.2458, 0.0661, 0.1331, 0.1329, 0.0373, 0.0138, 0.0342, 0.0207, 0.0211, 0.1176]
Crop  10 :   [16.2813, 0.4268, 0.0727, 0.1329, 0.139, 0.0361, 0.0146, 0.0351, 0.0215, 0.0218, 0.1279]
ground7.jpg
Crop  1 :   [16.8972, 0.3407, 0.0729, 0.134, 0.1346, 0.0335, 0.014, 0.0332, 0.0213, 0.0181, 0.1202]
Crop  2 :   [18.6754, 0.4705, 0.0653, 0.1337, 0.134, 0.0357, 0.0134, 0.0332, 0.0208, 0.0202, 0.1154]
Crop  3 :   [10.5847, 0.3841, 0.0868, 0.1374, 0.1332, 0.0285, 0.0146, 0.0302, 0.0224, 0.0175, 0.1057]
Crop  4 :   [16.5484, 0.3694, 0.0717, 0.1346, 0.1385, 0.0362, 0.0144, 0.0355, 0.0215, 0.0219, 0.1418]
Crop  5 :   [15.6694, 0.564, 0.0767, 0.136, 0.1508, 0.0347, 0.0149, 0.0347, 0.0222, 0.0206, 0.1169]
Crop  6 :   [12.1986, 0.475, 0.087, 0.1382, 0.1463, 0.0333, 0.0157, 0.0326, 0.0231, 0.0205, 0.1087]
Crop  7 :   [9.3327, 0.5307, 0.0905, 0.1403, 0.1416, 0.0256, 0.0148, 0.0295, 0.023, 0.0163, 0.0984]
Crop  8 :   [10.4899, 0.382, 0.0846, 0.139, 0.15, 0.0275, 0.0141, 0.031, 0.0226, 0.017, 0.1056]
Crop  9 :   [16.7359, 0.3963, 0.0707, 0.1346, 0.1395, 0.035, 0.0137, 0.0349, 0.0211, 0.0199, 0.1378]
Crop  10 :   [16.3831, 0.3636, 0.0737, 0.1345, 0.1444, 0.0351, 0.014, 0.0344, 0.0214, 0.0201, 0.124]
ground8.jpg
Crop  1 :   [26.4587, 0.4248, 0.0708, 0.1327, 0.1288, 0.0356, 0.0156, 0.0319, 0.0211, 0.0261, 0.1051]
Crop  2 :   [23.9587, 0.3349, 0.0718, 0.1305, 0.1264, 0.0371, 0.015, 0.0351, 0.0206, 0.0244, 0.1401]
Crop  3 :   [22.3085, 0.4122, 0.0708, 0.1332, 0.1314, 0.037, 0.0152, 0.0342, 0.0212, 0.0248, 0.1294]
Crop  4 :   [22.9365, 0.3143, 0.0716, 0.1336, 0.1335, 0.0368, 0.0148, 0.0356, 0.0212, 0.0232, 0.1319]
Crop  5 :   [23.8377, 0.3944, 0.072, 0.1334, 0.1421, 0.0372, 0.0148, 0.0334, 0.0213, 0.0232, 0.1084]
Crop  6 :   [18.4063, 0.3363, 0.0814, 0.1349, 0.1359, 0.0359, 0.0164, 0.0337, 0.022, 0.0252, 0.1206]
Crop  7 :   [20.3861, 0.3674, 0.0757, 0.1324, 0.1387, 0.0374, 0.0157, 0.0348, 0.0214, 0.0247, 0.1259]
Crop  8 :   [23.7671, 0.3398, 0.0682, 0.1312, 0.1328, 0.0372, 0.0145, 0.0346, 0.0208, 0.023, 0.1264]
Crop  9 :   [19.4556, 0.5261, 0.0766, 0.1334, 0.1325, 0.0374, 0.0155, 0.0341, 0.0215, 0.0246, 0.1273]
Crop  10 :   [21.1613, 0.3196, 0.0762, 0.1325, 0.1347, 0.0359, 0.0149, 0.0341, 0.0211, 0.0222, 0.1285]
ground9.jpg
Crop  1 :   [19.4879, 0.1677, 0.0741, 0.1342, 0.1464, 0.0399, 0.0154, 0.0393, 0.0221, 0.0235, 0.1588]
Crop  2 :   [22.8004, 0.2061, 0.0694, 0.1327, 0.1395, 0.0405, 0.0151, 0.0392, 0.0214, 0.0236, 0.1561]
Crop  3 :   [20.1996, 0.1849, 0.0729, 0.1335, 0.1393, 0.0379, 0.0148, 0.0368, 0.0213, 0.0224, 0.1468]
Crop  4 :   [19.5504, 0.2371, 0.0723, 0.1343, 0.1384, 0.0374, 0.0148, 0.0359, 0.0215, 0.0222, 0.136]
Crop  5 :   [27.0887, 0.1773, 0.0674, 0.1312, 0.1382, 0.0418, 0.0154, 0.04, 0.0212, 0.024, 0.1579]
Crop  6 :   [17.7712, 0.2035, 0.0803, 0.1347, 0.1411, 0.0381, 0.0157, 0.0363, 0.0223, 0.0222, 0.1358]
Crop  7 :   [27.4304, 0.2127, 0.0689, 0.1326, 0.1352, 0.0387, 0.0154, 0.0383, 0.0214, 0.0248, 0.1462]
Crop  8 :   [17.4052, 0.2535, 0.0756, 0.1344, 0.1378, 0.0373, 0.0154, 0.0349, 0.022, 0.0218, 0.1264]
Crop  9 :   [17.9688, 0.2337, 0.0743, 0.1351, 0.1444, 0.0397, 0.015, 0.0375, 0.0221, 0.0222, 0.1382]
Crop  10 :   [18.7228, 0.2301, 0.0716, 0.1338, 0.1356, 0.0369, 0.0145, 0.0355, 0.0212, 0.0213, 0.1407]
water1.jpg
Crop  1 :   [10.0806, 0.6421, 0.0812, 0.1343, 0.1428, 0.033, 0.0143, 0.0318, 0.0217, 0.0195, 0.1048]
Crop  2 :   [9.4052, 0.6038, 0.0842, 0.1358, 0.1461, 0.0317, 0.0146, 0.0311, 0.0223, 0.0189, 0.0943]
Crop  3 :   [10.0827, 0.6038, 0.0861, 0.1394, 0.1399, 0.0297, 0.0146, 0.0306, 0.0226, 0.0181, 0.1028]
Crop  4 :   [11.8216, 0.5465, 0.0774, 0.1363, 0.138, 0.0307, 0.0138, 0.0317, 0.0216, 0.0188, 0.1064]
Crop  5 :   [10.9375, 0.6371, 0.0823, 0.1373, 0.1343, 0.0307, 0.0143, 0.0309, 0.0218, 0.019, 0.0997]
Crop  6 :   [9.8579, 0.4915, 0.0826, 0.1365, 0.1486, 0.0336, 0.0152, 0.032, 0.0223, 0.0206, 0.1035]
Crop  7 :   [13.0403, 0.5892, 0.0719, 0.1328, 0.1396, 0.0355, 0.0143, 0.0336, 0.0213, 0.0204, 0.1253]
Crop  8 :   [12.9355, 0.5912, 0.0783, 0.1344, 0.1364, 0.0339, 0.0149, 0.0325, 0.0217, 0.0215, 0.1123]
Crop  9 :   [9.9859, 0.5558, 0.0803, 0.1378, 0.1527, 0.0315, 0.014, 0.033, 0.0224, 0.018, 0.1095]
Crop  10 :   [11.372, 0.5689, 0.0794, 0.1345, 0.15, 0.0351, 0.0148, 0.0338, 0.0219, 0.0213, 0.1136]
water10.jpg
Crop  1 :   [11.8256, 0.0992, 0.0834, 0.1368, 0.1464, 0.0339, 0.0147, 0.033, 0.0222, 0.0193, 0.1215]
Crop  2 :   [13.1361, 0.1302, 0.0842, 0.1364, 0.1449, 0.034, 0.0152, 0.0334, 0.0223, 0.0217, 0.1214]
Crop  3 :   [12.7641, 0.1688, 0.0867, 0.1375, 0.1462, 0.0352, 0.0159, 0.0342, 0.0229, 0.0217, 0.128]
Crop  4 :   [11.7097, 0.129, 0.0834, 0.137, 0.1471, 0.0352, 0.0154, 0.034, 0.0227, 0.0199, 0.1173]
Crop  5 :   [10.0887, 0.0142, 0.0903, 0.1393, 0.1625, 0.0365, 0.0161, 0.0362, 0.0236, 0.0202, 0.125]
Crop  6 :   [11.0907, 0.1145, 0.0905, 0.1372, 0.1551, 0.0363, 0.0162, 0.0354, 0.0231, 0.0216, 0.1307]
Crop  7 :   [13.006, 0.1107, 0.0856, 0.1363, 0.1485, 0.0361, 0.0159, 0.0355, 0.0229, 0.021, 0.1271]
Crop  8 :   [12.9506, 0.146, 0.083, 0.1357, 0.1462, 0.0342, 0.0151, 0.0338, 0.0222, 0.0212, 0.1176]
Crop  9 :   [10.5696, 0.0882, 0.0876, 0.1372, 0.1481, 0.0349, 0.0156, 0.0344, 0.023, 0.0203, 0.1228]
Crop  10 :   [12.9506, 0.1431, 0.0838, 0.1363, 0.1494, 0.0359, 0.0157, 0.035, 0.0226, 0.0221, 0.1218]
water2.jpg
Crop  1 :   [15.1371, 0.5768, 0.0612, 0.1324, 0.1407, 0.0384, 0.0132, 0.0334, 0.0202, 0.0217, 0.1126]
Crop  2 :   [19.2046, 0.4922, 0.0574, 0.1314, 0.1359, 0.0354, 0.0134, 0.0338, 0.0199, 0.0226, 0.1221]
Crop  3 :   [19.12, 0.4469, 0.0582, 0.1309, 0.132, 0.0411, 0.0142, 0.0358, 0.02, 0.0226, 0.1264]
Crop  4 :   [20.1442, 0.411, 0.058, 0.1316, 0.1407, 0.0389, 0.0135, 0.0358, 0.0201, 0.0223, 0.1331]
Crop  5 :   [19.6744, 0.4244, 0.0569, 0.1318, 0.1471, 0.0383, 0.013, 0.035, 0.0199, 0.0205, 0.1261]
Crop  6 :   [21.0262, 0.4578, 0.0559, 0.1317, 0.1362, 0.0382, 0.0133, 0.0336, 0.02, 0.0228, 0.1188]
Crop  7 :   [20.1331, 0.4672, 0.0584, 0.1307, 0.1439, 0.0437, 0.0143, 0.0371, 0.0206, 0.0237, 0.1244]
Crop  8 :   [20.3327, 0.4653, 0.0596, 0.1304, 0.1447, 0.041, 0.0143, 0.0372, 0.0201, 0.0239, 0.1302]
Crop  9 :   [21.7651, 0.4603, 0.0534, 0.1306, 0.1396, 0.0366, 0.0131, 0.033, 0.0196, 0.0221, 0.1156]
Crop  10 :   [20.122, 0.4482, 0.0562, 0.1321, 0.1432, 0.0387, 0.0133, 0.0358, 0.0199, 0.0218, 0.1302]
water3.jpg
Crop  1 :   [18.3327, 0.4157, 0.0605, 0.1326, 0.131, 0.036, 0.0135, 0.033, 0.0202, 0.022, 0.1162]
Crop  2 :   [18.3629, 0.4276, 0.0691, 0.1322, 0.1398, 0.04, 0.0151, 0.0361, 0.0211, 0.0239, 0.128]
Crop  3 :   [18.5706, 0.4084, 0.0583, 0.1315, 0.1319, 0.0384, 0.0138, 0.0338, 0.0202, 0.0226, 0.1158]
Crop  4 :   [17.3317, 0.4384, 0.0657, 0.1333, 0.1334, 0.0372, 0.014, 0.0351, 0.0209, 0.0219, 0.1325]
Crop  5 :   [16.8095, 0.4308, 0.0689, 0.134, 0.1393, 0.0367, 0.0149, 0.0339, 0.0212, 0.0236, 0.1223]
Crop  6 :   [18.9073, 0.3723, 0.0643, 0.1325, 0.1442, 0.0418, 0.0144, 0.036, 0.021, 0.0232, 0.122]
Crop  7 :   [18.751, 0.3875, 0.0695, 0.1323, 0.141, 0.0407, 0.0161, 0.0377, 0.0214, 0.026, 0.1403]
Crop  8 :   [18.3901, 0.3862, 0.0687, 0.132, 0.1442, 0.0422, 0.0154, 0.037, 0.0213, 0.024, 0.1395]
Crop  9 :   [18.6976, 0.3947, 0.0686, 0.1333, 0.1478, 0.0449, 0.0155, 0.0354, 0.0214, 0.0251, 0.1094]
Crop  10 :   [16.7349, 0.3726, 0.0699, 0.1331, 0.1412, 0.0351, 0.0141, 0.0345, 0.021, 0.0222, 0.122]
water4.jpg
Crop  1 :   [14.7883, 0.5846, 0.0631, 0.1323, 0.1359, 0.0327, 0.0129, 0.031, 0.02, 0.0202, 0.106]
Crop  2 :   [14.5151, 0.565, 0.0684, 0.1336, 0.1385, 0.0346, 0.0138, 0.0321, 0.0204, 0.021, 0.1034]
Crop  3 :   [17.6804, 0.5525, 0.0593, 0.1312, 0.127, 0.0352, 0.0138, 0.0302, 0.0198, 0.0236, 0.1022]
Crop  4 :   [14.7843, 0.5492, 0.0644, 0.1337, 0.149, 0.0371, 0.0131, 0.0341, 0.0208, 0.02, 0.1109]
Crop  5 :   [14.4778, 0.557, 0.0683, 0.1345, 0.1452, 0.0342, 0.014, 0.0318, 0.0206, 0.0213, 0.0993]
Crop  6 :   [16.3125, 0.5424, 0.0566, 0.1326, 0.1302, 0.0328, 0.0121, 0.0312, 0.0197, 0.0197, 0.1093]
Crop  7 :   [14.4032, 0.5698, 0.0687, 0.1335, 0.1444, 0.0354, 0.0143, 0.0324, 0.0207, 0.0219, 0.1062]
Crop  8 :   [14.373, 0.6144, 0.0615, 0.1335, 0.1539, 0.0331, 0.0127, 0.0331, 0.0204, 0.0203, 0.1044]
Crop  9 :   [15.8266, 0.5905, 0.0616, 0.1336, 0.1446, 0.0338, 0.0127, 0.0308, 0.0202, 0.0192, 0.0872]
Crop  10 :   [14.4708, 0.5428, 0.0721, 0.1331, 0.1368, 0.0338, 0.0145, 0.0313, 0.0207, 0.022, 0.1034]
water5.jpg
Crop  1 :   [12.3004, 0.4145, 0.0832, 0.1383, 0.1462, 0.0314, 0.0149, 0.031, 0.0224, 0.0208, 0.1004]
Crop  2 :   [13.499, 0.3868, 0.0834, 0.1374, 0.1391, 0.0327, 0.015, 0.0318, 0.0225, 0.0209, 0.1068]
Crop  3 :   [12.0917, 0.3235, 0.0838, 0.1386, 0.1501, 0.0316, 0.015, 0.0311, 0.0225, 0.0206, 0.0979]
Crop  4 :   [13.8619, 0.339, 0.0785, 0.1351, 0.1385, 0.0316, 0.0142, 0.0316, 0.0212, 0.0203, 0.1081]
Crop  5 :   [13.7319, 0.268, 0.0829, 0.1374, 0.1407, 0.0306, 0.0149, 0.0324, 0.0225, 0.0214, 0.1091]
Crop  6 :   [13.8196, 0.2979, 0.0794, 0.1362, 0.1335, 0.032, 0.0145, 0.0322, 0.0221, 0.0212, 0.1096]
Crop  7 :   [14.0696, 0.3943, 0.0851, 0.1358, 0.1481, 0.037, 0.0156, 0.0336, 0.0223, 0.0233, 0.1117]
Crop  8 :   [15.371, 0.4583, 0.0773, 0.1353, 0.1425, 0.0329, 0.0143, 0.032, 0.0215, 0.0199, 0.1048]
Crop  9 :   [13.8266, 0.2341, 0.0848, 0.1371, 0.1411, 0.032, 0.015, 0.0329, 0.0225, 0.0201, 0.1202]
Crop  10 :   [12.2671, 0.32, 0.084, 0.1374, 0.1464, 0.0322, 0.0148, 0.0312, 0.0222, 0.0194, 0.1013]
water6.jpg
Crop  1 :   [11.752, 0.0712, 0.0786, 0.1366, 0.1309, 0.0272, 0.0132, 0.0301, 0.0215, 0.0164, 0.1083]
Crop  2 :   [10.7631, 0.0424, 0.0825, 0.1375, 0.1351, 0.0273, 0.0134, 0.029, 0.0219, 0.0151, 0.0996]
Crop  3 :   [9.7288, 0.1379, 0.0856, 0.1395, 0.1448, 0.0295, 0.0144, 0.0304, 0.0228, 0.0172, 0.0977]
Crop  4 :   [12.63, 0.0598, 0.0766, 0.1361, 0.1373, 0.0299, 0.0131, 0.0312, 0.0213, 0.0167, 0.1136]
Crop  5 :   [10.4042, 0.1266, 0.0844, 0.1387, 0.1447, 0.0298, 0.0146, 0.0309, 0.0227, 0.0173, 0.1045]
Crop  6 :   [8.2903, 0.1274, 0.0929, 0.1411, 0.1424, 0.0275, 0.015, 0.03, 0.0235, 0.0157, 0.0949]
Crop  7 :   [12.0081, 0.0975, 0.0789, 0.1375, 0.1325, 0.0269, 0.0135, 0.0308, 0.0218, 0.0175, 0.1148]
Crop  8 :   [10.1815, 0.1229, 0.0848, 0.1388, 0.1443, 0.0298, 0.0143, 0.0316, 0.0228, 0.0172, 0.1134]
Crop  9 :   [8.2188, 0.3058, 0.09, 0.1405, 0.149, 0.0278, 0.0149, 0.0306, 0.0233, 0.0172, 0.1011]
Crop  10 :   [11.1089, 0.0062, 0.0806, 0.1377, 0.1404, 0.0271, 0.013, 0.0303, 0.0219, 0.015, 0.1087]
water7.jpg
Crop  1 :   [10.6915, 0.2834, 0.0847, 0.1381, 0.148, 0.027, 0.0142, 0.0292, 0.0224, 0.0172, 0.0973]
Crop  2 :   [7.8851, 0.2919, 0.0896, 0.1396, 0.1423, 0.0265, 0.0146, 0.0285, 0.0229, 0.0162, 0.0831]
Crop  3 :   [9.7067, 0.2574, 0.0863, 0.1384, 0.1501, 0.0266, 0.0144, 0.0297, 0.0226, 0.0169, 0.0882]
Crop  4 :   [9.4123, 0.3086, 0.083, 0.1393, 0.1503, 0.0308, 0.0143, 0.0319, 0.0227, 0.0187, 0.1022]
