brick1.jpg
Crop  10 :   [2.6472, 0.9705, 0.1163, 0.1443, 0.1728, 0.0125, 0.0161, 0.0245, 0.0245, 0.0111, 0.034]
grass1.jpg
Crop  1 :   [20.4768, 0.442, 0.0599, 0.1337, 0.1412, 0.0431, 0.0138, 0.039, 0.0209, 0.0221, 0.1479]
Crop  2 :   [19.4375, 0.5066, 0.0608, 0.133, 0.1282, 0.0372, 0.0134, 0.0373, 0.0204, 0.0217, 0.1604]
Crop  3 :   [17.7591, 0.2961, 0.066, 0.1324, 0.1336, 0.0362, 0.0135, 0.0352, 0.0206, 0.0205, 0.1326]
Crop  4 :   [19.2298, 0.3384, 0.0678, 0.1338, 0.1466, 0.0365, 0.0143, 0.035, 0.0212, 0.0221, 0.1212]
Crop  5 :   [18.9768, 0.2494, 0.0679, 0.1331, 0.1389, 0.0367, 0.0138, 0.0343, 0.0206, 0.0209, 0.1244]
Crop  6 :   [18.6694, 0.4201, 0.0631, 0.1318, 0.1287, 0.0384, 0.0132, 0.036, 0.0205, 0.0205, 0.1304]
Crop  7 :   [18.8952, 0.3045, 0.065, 0.1334, 0.1416, 0.0345, 0.0137, 0.0349, 0.0207, 0.0208, 0.1271]
Crop  8 :   [20.3276, 0.488, 0.06, 0.1324, 0.1373, 0.0404, 0.0136, 0.0371, 0.0205, 0.0209, 0.1506]
Crop  9 :   [20.129, 0.4271, 0.0589, 0.1322, 0.1423, 0.038, 0.0132, 0.0381, 0.0205, 0.0201, 0.1547]
Crop  10 :   [18.3478, 0.5653, 0.06, 0.1327, 0.1411, 0.039, 0.0129, 0.0357, 0.0206, 0.0201, 0.1331]
grass10.jpg
Crop  1 :   [34.6593, 0.1676, 0.0573, 0.13, 0.1181, 0.0395, 0.0139, 0.0355, 0.0196, 0.0229, 0.1372]
Crop  2 :   [34.121, 0.0717, 0.055, 0.1298, 0.1211, 0.0384, 0.0129, 0.0372, 0.0195, 0.0216, 0.1566]
Crop  3 :   [35.7218, 0.1397, 0.0536, 0.1295, 0.1186, 0.0386, 0.0132, 0.0354, 0.0195, 0.022, 0.1338]
Crop  4 :   [35.3619, 0.1334, 0.0527, 0.1299, 0.1259, 0.0384, 0.0133, 0.0352, 0.0197, 0.0225, 0.1296]
Crop  5 :   [34.6139, 0.0598, 0.057, 0.1305, 0.1218, 0.0378, 0.0138, 0.0365, 0.0198, 0.0231, 0.1565]
Crop  6 :   [35.9415, 0.0782, 0.0521, 0.1306, 0.1231, 0.0398, 0.0134, 0.0358, 0.0196, 0.0232, 0.1402]
Crop  7 :   [36.4194, 0.1415, 0.0532, 0.1296, 0.1186, 0.0366, 0.0128, 0.035, 0.0197, 0.0222, 0.1409]
Crop  8 :   [36.8639, 0.1035, 0.0536, 0.1302, 0.1213, 0.0397, 0.013, 0.0358, 0.0197, 0.0216, 0.1333]
Crop  9 :   [36.6522, 0.0749, 0.0513, 0.13, 0.1283, 0.0428, 0.013, 0.0378, 0.0198, 0.0206, 0.145]
Crop  10 :   [35.6996, 0.0596, 0.054, 0.1308, 0.1271, 0.0384, 0.0133, 0.0389, 0.0199, 0.023, 0.1628]
grass2.jpg
Crop  1 :   [39.9113, 0.0943, 0.0552, 0.13, 0.1252, 0.041, 0.0138, 0.038, 0.02, 0.0231, 0.1527]
Crop  2 :   [39.2177, 0.2059, 0.0505, 0.1294, 0.1198, 0.0385, 0.0124, 0.0372, 0.0195, 0.0207, 0.156]
Crop  3 :   [38.2379, 0.191, 0.0498, 0.1301, 0.1232, 0.0387, 0.0127, 0.0376, 0.0196, 0.0217, 0.1556]
Crop  4 :   [40.244, 0.131, 0.0475, 0.1296, 0.1239, 0.0413, 0.0124, 0.0376, 0.0197, 0.0213, 0.1516]
Crop  5 :   [40.9183, 0.1138, 0.0534, 0.1294, 0.1289, 0.0438, 0.0143, 0.0397, 0.0201, 0.0241, 0.1571]
Crop  6 :   [38.2732, 0.0359, 0.0544, 0.1304, 0.1342, 0.043, 0.0136, 0.0384, 0.0198, 0.0234, 0.153]
Crop  7 :   [42.3196, 0.153, 0.0555, 0.1297, 0.1185, 0.0397, 0.0131, 0.039, 0.0197, 0.0207, 0.1688]
Crop  8 :   [40.9183, 0.1152, 0.0488, 0.1299, 0.1261, 0.0423, 0.0126, 0.0393, 0.0198, 0.0217, 0.1577]
Crop  9 :   [39.4425, 0.1983, 0.0509, 0.1292, 0.123, 0.0389, 0.0125, 0.0357, 0.0192, 0.0198, 0.1389]
Crop  10 :   [42.2379, 0.1359, 0.0532, 0.1297, 0.1225, 0.0392, 0.0133, 0.0396, 0.0196, 0.0216, 0.1749]
grass3.jpg
Crop  1 :   [35.8841, 0.0528, 0.0566, 0.1314, 0.1326, 0.0437, 0.0149, 0.0408, 0.0206, 0.0249, 0.161]
Crop  2 :   [35.9456, 0.0287, 0.0535, 0.1302, 0.1339, 0.0402, 0.0139, 0.0393, 0.0201, 0.0234, 0.155]
Crop  3 :   [33.1452, 0.0276, 0.0536, 0.1305, 0.1326, 0.0423, 0.0132, 0.0402, 0.0202, 0.0217, 0.1673]
Crop  4 :   [36.3851, 0.0354, 0.0553, 0.1302, 0.1297, 0.0415, 0.0143, 0.0385, 0.0202, 0.0243, 0.167]
Crop  5 :   [34.7893, 0.0658, 0.0527, 0.1303, 0.1273, 0.043, 0.0137, 0.0397, 0.02, 0.0219, 0.1572]
Crop  6 :   [35.0282, 0.0463, 0.0579, 0.1303, 0.1269, 0.044, 0.0148, 0.0411, 0.0204, 0.0244, 0.1618]
Crop  7 :   [36.3508, 0.0082, 0.0562, 0.1305, 0.125, 0.0418, 0.0142, 0.0393, 0.02, 0.024, 0.166]
Crop  8 :   [35.622, 0.0161, 0.058, 0.1306, 0.1306, 0.0428, 0.0145, 0.04, 0.0205, 0.0235, 0.1619]
Crop  9 :   [34.4667, -0.0008, 0.0553, 0.13, 0.1301, 0.0423, 0.0137, 0.0402, 0.02, 0.0234, 0.1666]
Crop  10 :   [34.7974, 0.0677, 0.0533, 0.1303, 0.1286, 0.0422, 0.0135, 0.0392, 0.0198, 0.022, 0.1539]
grass4.jpg
Crop  1 :   [27.7954, 0.0178, 0.0537, 0.1314, 0.1219, 0.0388, 0.0129, 0.0382, 0.0198, 0.0217, 0.159]
Crop  2 :   [28.1875, 0.0063, 0.0533, 0.1311, 0.132, 0.0425, 0.0135, 0.0386, 0.0201, 0.022, 0.1563]
Crop  3 :   [29.8407, 0.0338, 0.0517, 0.1306, 0.1326, 0.0417, 0.0132, 0.0375, 0.0198, 0.0216, 0.1398]
Crop  4 :   [30.1663, -0.0009, 0.051, 0.1309, 0.1265, 0.0406, 0.0127, 0.0364, 0.0196, 0.0208, 0.1355]
Crop  5 :   [30.8085, 0.0068, 0.048, 0.1308, 0.1404, 0.0421, 0.0125, 0.0385, 0.0199, 0.0201, 0.142]
Crop  6 :   [30.3054, 0.0452, 0.0511, 0.1303, 0.1318, 0.0398, 0.0127, 0.0378, 0.0197, 0.02, 0.1503]
Crop  7 :   [30.2087, 0.0151, 0.0507, 0.1307, 0.1289, 0.0411, 0.0125, 0.0373, 0.0194, 0.0203, 0.1409]
Crop  8 :   [30.1552, 0.0308, 0.0512, 0.1297, 0.1284, 0.0412, 0.013, 0.0377, 0.0194, 0.0211, 0.1438]
Crop  9 :   [27.8579, 0.021, 0.0534, 0.1317, 0.1244, 0.0392, 0.0127, 0.038, 0.0199, 0.0217, 0.1563]
Crop  10 :   [30.8972, -0.0113, 0.0532, 0.1306, 0.1313, 0.0413, 0.0136, 0.0397, 0.02, 0.0228, 0.1652]
grass5.jpg
Crop  1 :   [18.1956, 0.1407, 0.07, 0.1332, 0.1353, 0.0364, 0.0136, 0.0361, 0.0211, 0.0195, 0.1321]
Crop  2 :   [17.6331, 0.1493, 0.0686, 0.134, 0.1357, 0.0357, 0.0136, 0.0346, 0.0212, 0.0204, 0.1227]
Crop  3 :   [18.2782, 0.1594, 0.0668, 0.1329, 0.1375, 0.0374, 0.0134, 0.0364, 0.0208, 0.0193, 0.1374]
Crop  4 :   [18.1381, 0.1323, 0.0685, 0.1336, 0.1337, 0.0363, 0.0134, 0.0358, 0.0211, 0.0197, 0.1475]
Crop  5 :   [17.3135, 0.1505, 0.0689, 0.1342, 0.1329, 0.0352, 0.0133, 0.0347, 0.0211, 0.0191, 0.1288]
Crop  6 :   [18.2913, 0.0854, 0.0672, 0.1339, 0.1359, 0.0373, 0.0137, 0.0359, 0.0209, 0.0208, 0.143]
Crop  7 :   [18.3548, 0.0806, 0.0688, 0.1343, 0.1386, 0.0349, 0.0133, 0.0345, 0.0211, 0.0195, 0.1269]
Crop  8 :   [18.9829, 0.0482, 0.0639, 0.1332, 0.1323, 0.0341, 0.0128, 0.0349, 0.0202, 0.0192, 0.1339]
Crop  9 :   [17.1431, 0.1549, 0.071, 0.1344, 0.1378, 0.0332, 0.0136, 0.0339, 0.021, 0.0201, 0.1284]
Crop  10 :   [18.2198, 0.0754, 0.0692, 0.1337, 0.1292, 0.0355, 0.0134, 0.0335, 0.0208, 0.0196, 0.1288]
grass6.jpg
Crop  1 :   [25.4456, 0.0376, 0.0629, 0.1323, 0.1268, 0.0398, 0.0141, 0.0385, 0.0206, 0.0217, 0.1569]
Crop  2 :   [25.6935, 0.0776, 0.0555, 0.1315, 0.1269, 0.04, 0.013, 0.0367, 0.0201, 0.0204, 0.14]
Crop  3 :   [23.8528, 0.0864, 0.058, 0.1315, 0.1287, 0.0397, 0.0134, 0.0371, 0.0202, 0.0208, 0.1501]
Crop  4 :   [25.4597, 0.0714, 0.0586, 0.131, 0.1397, 0.0397, 0.0133, 0.0396, 0.0204, 0.0209, 0.1627]
Crop  5 :   [23.9647, 0.0912, 0.0568, 0.1325, 0.1337, 0.0386, 0.0129, 0.0377, 0.0202, 0.0205, 0.1551]
Crop  6 :   [24.3256, 0.0827, 0.0548, 0.1323, 0.1336, 0.0397, 0.013, 0.0378, 0.0202, 0.0212, 0.1474]
Crop  7 :   [26.7571, 0.0071, 0.0551, 0.131, 0.1333, 0.0395, 0.0128, 0.0379, 0.02, 0.0207, 0.153]
Crop  8 :   [24.2883, 0.0632, 0.0574, 0.1315, 0.1314, 0.0397, 0.0133, 0.0369, 0.0201, 0.021, 0.145]
Crop  9 :   [26.1351, 0.0628, 0.0551, 0.131, 0.1318, 0.0389, 0.0127, 0.0382, 0.0198, 0.02, 0.158]
Crop  10 :   [25.3861, 0.0737, 0.0572, 0.1315, 0.1305, 0.0371, 0.0129, 0.0368, 0.0201, 0.0213, 0.1555]
grass7.jpg
Crop  1 :   [23.2329, 0.2172, 0.0612, 0.1327, 0.1323, 0.039, 0.0134, 0.0378, 0.0205, 0.0202, 0.1605]
Crop  2 :   [21.9183, 0.1774, 0.0619, 0.1318, 0.1374, 0.038, 0.0132, 0.0378, 0.0202, 0.02, 0.1507]
Crop  3 :   [26.2681, 0.176, 0.0616, 0.132, 0.1345, 0.0389, 0.014, 0.0391, 0.0206, 0.0226, 0.1559]
Crop  4 :   [25.4899, 0.1477, 0.0605, 0.1304, 0.1374, 0.0398, 0.0137, 0.0395, 0.0206, 0.0217, 0.1581]
Crop  5 :   [24.3256, 0.1422, 0.0611, 0.1326, 0.1333, 0.0413, 0.0139, 0.0366, 0.0205, 0.0211, 0.1366]
Crop  6 :   [23.869, 0.1645, 0.0602, 0.1332, 0.1331, 0.0405, 0.0136, 0.0381, 0.0208, 0.0215, 0.1504]
Crop  7 :   [20.2641, 0.2229, 0.0637, 0.1326, 0.1307, 0.0385, 0.0137, 0.0348, 0.0206, 0.0219, 0.1351]
Crop  8 :   [21.2591, 0.1722, 0.0603, 0.1323, 0.1348, 0.0391, 0.0131, 0.0376, 0.0205, 0.0209, 0.1483]
Crop  9 :   [24.0282, 0.1346, 0.0599, 0.1314, 0.146, 0.0422, 0.0139, 0.0399, 0.0206, 0.0216, 0.1522]
Crop  10 :   [24.5958, 0.1168, 0.0602, 0.1315, 0.1315, 0.0384, 0.0139, 0.0382, 0.0201, 0.0222, 0.1534]
grass8.jpg
Crop  1 :   [33.1754, 0.1904, 0.0622, 0.1303, 0.141, 0.0449, 0.0152, 0.0402, 0.0206, 0.0242, 0.1555]
Crop  2 :   [33.1986, 0.2458, 0.0611, 0.13, 0.1306, 0.0413, 0.0147, 0.0376, 0.0206, 0.026, 0.1471]
Crop  3 :   [34.3175, 0.2628, 0.0626, 0.1305, 0.1255, 0.0422, 0.016, 0.0379, 0.0211, 0.0279, 0.1517]
Crop  4 :   [33.0212, 0.3503, 0.0647, 0.1308, 0.1312, 0.0434, 0.0168, 0.0375, 0.0212, 0.0293, 0.1399]
Crop  5 :   [32.5595, 0.2834, 0.0592, 0.1318, 0.1281, 0.0399, 0.0149, 0.0374, 0.0206, 0.0262, 0.1487]
Crop  6 :   [33.6915, 0.2234, 0.0627, 0.1311, 0.133, 0.044, 0.0156, 0.0412, 0.0209, 0.0265, 0.1702]
Crop  7 :   [30.4567, 0.2331, 0.0589, 0.1301, 0.1275, 0.0407, 0.0145, 0.0405, 0.0201, 0.0245, 0.1692]
